run_id,fix_id,rung_id,status,E_exact_sector,E_best,E_last,delta_E_abs,relative_error_abs,adapt_depth_reached,adapt_stop_reason,num_parameters,nfev_total,nit_total,runtime_total_s,N_sector_abs_err_sum,error
fix1_warm_start_C,fix1_warm_start,C,ok,0.1586679041257264,0.1597545171356675,0.15977004446294818,0.0010866130099410898,0.0068483479121276575,78,wallclock_cap,78,36889,0,1296.128936666064,0.0,
