run_id,pool_arm,stage,ok,E_exact_sector,E_best,E_last,delta_E_abs,relative_error_abs,delta_E_abs_initial,adapt_depth_reached,num_parameters,nfev_total,nit_total,runtime_s,adapt_stop_reason,final_max_grad,medium_gate_pass
A_probe,A,probe,True,0.01665790635825912,0.16584950321575187,0.16584950321575187,0.14919159685749275,8.956203357663995,0.21149705215977266,11,11,1810,0,900.3805696666241,wallclock_cap,0.0627861621133821,
A_medium,A,medium,True,0.01665790635825912,0.16334973119772364,0.16334973119772364,0.14669182483946452,8.806138159537293,0.21149705215977266,15,15,3167,0,1800.7405920000747,wallclock_cap,0.04343882434487542,False
B_probe,B,probe,True,0.01665790635825912,0.16709866627126013,0.16709866627126013,0.15044075991300102,9.031192556705141,0.21149705215977266,11,11,1708,0,900.4927587499842,wallclock_cap,0.09248585393706331,
B_medium,B,medium,True,0.01665790635825912,0.16350199362198015,0.16350199362198015,0.14684408726372103,8.81527870943485,0.21149705215977266,16,16,3080,0,1800.4273936669342,wallclock_cap,0.05516153031811618,False
