run_id,method_id,method_kind,pool_name,pool_arm,stage,ok,E_exact_sector,E_best,E_last,delta_E_abs,relative_error_abs,delta_E_abs_initial,adapt_depth_reached,num_parameters,nfev_total,nit_total,runtime_s,wallclock_cap_s,maxiter,adapt_stop_reason,final_max_grad,medium_gate_pass,state_export_json,state_checkpoint_json
A_probe,A_probe,adapt,uccsd+paop,A,probe,True,0.01665790635825912,6.825555912355171,6.825555912355171,6.8088980059969115,408.7487262540053,7.375565405268046,1,1,21,0,13.517399667296559,120,20,max_depth,2.4826863639777557,,artifacts/useful/L4/smoke_auto_cutoff_A_probe_state.json,artifacts/useful/L4/smoke_auto_cutoff_A_probe_checkpoint_state.json
A_medium,A_medium,adapt,uccsd+paop,A,medium,True,0.01665790635825912,6.825555912355171,6.825555912355171,6.8088980059969115,408.7487262540053,7.375565405268046,1,1,21,0,15.192568417172879,120,20,max_depth,2.4826863639777557,False,artifacts/useful/L4/smoke_auto_cutoff_A_medium_state.json,artifacts/useful/L4/smoke_auto_cutoff_A_medium_checkpoint_state.json
B_probe,B_probe,adapt,uccsd+paop+hva,B,probe,True,0.01665790635825912,6.825555912355171,6.825555912355171,6.8088980059969115,408.7487262540053,7.375565405268046,1,1,21,0,16.926426333840936,120,20,max_depth,2.4826863639777557,,artifacts/useful/L4/smoke_auto_cutoff_B_probe_state.json,artifacts/useful/L4/smoke_auto_cutoff_B_probe_checkpoint_state.json
B_medium,B_medium,adapt,uccsd+paop+hva,B,medium,True,0.01665790635825912,6.825555912355171,6.825555912355171,6.8088980059969115,408.7487262540053,7.375565405268046,1,1,21,0,19.879970957990736,120,20,max_depth,2.4826863639777557,False,artifacts/useful/L4/smoke_auto_cutoff_B_medium_state.json,artifacts/useful/L4/smoke_auto_cutoff_B_medium_checkpoint_state.json
